交路编号,编号,车次,出发时刻,到达时刻,出发车站,到达车站
128,83,G7123,1114,1230,南京,上海虹桥
128,132,G7315,1290,1348,上海虹桥,杭州
129,128,G7351,578,667,上海,杭州
129,129,G7304,690,759,杭州,上海虹桥
129,62,G7112,793,916,上海虹桥,南京
129,63,G7061,947,1070,南京,上海
129,136,G7359,1074,1171,上海,杭州
129,137,G7352,1200,1291,杭州,上海
130,127,G7604,730,811,杭州东,南京南
130,279,G163/2,949,1033,南京南,杭州东
130,408,G7623,1056,1082,杭州东,诸暨
130,409,G7623/1,1088,1210,诸暨,温州南
130,490,G7466,1233,1365,温州南,杭州东
131,120,G7634/1,759,911,合肥南,杭州东
131,121,G7656/7,934,1108,杭州东,合肥南
131,482,G7423,1145,1246,合肥南,黄山北
131,483,G7422,1265,1359,黄山北,合肥南
132,114,G7264/5,677,852,上海,合肥南
132,115,G7266/3,872,1046,合肥南,上海
132,34,G7056,1046,1165,上海,南京
132,35,G7067,1181,1307,南京,上海
133,113,G7258/5,461,657,合肥南,上海
133,370,G7296,760,897,上海,蚌埠南
133,371,G7296/1,906,944,蚌埠南,徐州东
133,372,G7296/2,953,999,徐州东,淮北
133,373,G7454,1020,1160,淮北,合肥南
134,111,G7164/5,787,965,上海虹桥,合肥南
134,258,G7664,982,1145,合肥南,杭州东
134,508,G9311/1,1185,1266,杭州东,衢州
134,169,G9312,1286,1407,衢州,上海虹桥
135,109,G7229,779,902,南京南,上海
135,44,G7054,980,1100,上海,南京
135,45,G7097,1120,1244,南京,上海
135,52,G7030,1260,1379,上海,南京南
136,109,G7229,779,902,南京南,上海
136,50,G7052,939,1064,上海,南京
136,13,G7025,1140,1239,南京,上海
136,125,G7070,1240,1360,上海,南京南
137,103,G7238/5,840,1031,合肥南,上海
137,213,G7292,1064,1261,上海,徐州东
137,295,G271/1,1320,1409,徐州东,合肥南
138,101,G7043,491,618,南京南,上海
138,212,G130,675,863,上海,徐州东
138,267,G411/1,878,1045,徐州东,上海虹桥
138,319,G9250,1081,1210,上海虹桥,南京南
139,99,G7031,354,474,南京南,上海
139,346,G7232,495,541,上海,无锡新区
139,347,G7232/1,547,725,无锡新区,六安
139,426,G7198,794,822,六安,合肥南
139,427,G7198/1,831,895,合肥南,南京南
140,94,G7114,847,967,上海虹桥,南京
140,95,G7119,983,1105,南京,上海虹桥
140,507,G9311,1125,1179,上海虹桥,杭州东
140,309,G2344/5,1191,1257,杭州东,宁波
140,517,G7534,1282,1301,宁波,余姚北
140,518,G7534/1,1307,1347,余姚北,杭州东
140,260,G1660/2,1351,1398,杭州东,上海虹桥
141,93,G7111,629,748,南京,上海虹桥
141,337,G7148,815,982,上海虹桥,芜湖
141,338,G7288,1017,1103,芜湖,丹阳
141,339,G7288/1,1109,1207,丹阳,上海
141,98,G7066,1208,1329,上海,南京
142,91,G7127,800,936,南京南,上海虹桥
142,298,G7545,947,1070,上海虹桥,宁波
142,515,G7524,1094,1217,宁波,上海虹桥
142,144,G7126,1230,1353,上海虹桥,南京南
143,85,G7107,550,678,南京,上海虹桥
143,75,G7108,700,824,上海虹桥,南京
143,541,D5526,842,1005,南京,南通
143,542,D5538,1055,1210,南通,南京
144,79,G7105,518,644,南京,上海虹桥
144,511,G7509,658,773,上海虹桥,宁波
144,379,G7518,928,1045,宁波,上海虹桥
144,84,G7120,1089,1209,上海虹桥,南京
145,66,G7032,353,474,上海,南京
145,16,G7003,480,579,南京,上海
145,54,G7040,594,712,上海,南京
145,20,G7011,720,819,南京,上海
146,61,G7113,665,771,南京,上海虹桥
146,416,G7515,840,955,上海虹桥,宁波
146,463,G7522,1035,1054,宁波,余姚北
146,464,G7522/1,1060,1166,余姚北,上海虹桥
146,58,G7124,1169,1288,上海虹桥,南京
147,60,G7104,534,650,上海虹桥,南京
147,5,G7009,660,759,南京,上海
147,123,G7248/9,794,979,上海,合肥南
147,112,G7166/3,1038,1225,合肥南,上海虹桥
148,59,G7101,371,500,南京,上海虹桥
148,269,G7325,510,647,上海虹桥,义乌
148,390,G7348/1,745,759,义乌,诸暨
148,391,G7348/2,766,844,诸暨,上海虹桥
148,94,G7114,847,967,上海虹桥,南京
149,53,G7039,434,554,南京,上海
149,329,G7202,559,610,上海,无锡
149,214,G7221/1,681,739,无锡,上海
149,32,G7048,745,874,上海,南京
150,37,G7103,439,565,南京南,上海虹桥
150,141,G7180,615,698,上海虹桥,南京南
150,244,G7674/2,718,783,南京南,合肥南
150,294,G268,785,985,合肥南,济南西
150,315,G145/1,992,1140,济南西,南京南
151,36,DJ7716,305,408,上海,南京南
151,152,G7393/2,454,661,南京南,上海虹桥
151,80,G7106,665,778,上海虹桥,南京
151,21,G7013,780,879,南京,上海
152,33,G7059,905,1019,南京,上海
